fiber_id,u_px,v_px,X_true_um,Y_true_um,X_meas_um,Y_meas_um,dX_um,dY_um,radial_err_um,detect_success
111,7053.171345062048,4402.367936690873,-8197.080851424602,-128736.40702380067,-8196.975420557566,-128734.29657508073,-0.10543086703546578,-2.110448719933629,2.113080563346638,True
112,6653.615207926746,5946.198977602899,-61915.20960814391,86559.9505854728,-61914.03862269927,86560.48026350542,-1.1709854446380632,-0.5296780326170847,1.2852103834747477,True
113,7593.232234109206,4823.491562206401,67453.78451934486,-70787.24175405418,67455.59121772913,-70787.435684545,-1.8066983842727495,0.19393049081554636,1.8170767972217692,True
114,6656.405990659808,6291.630858308462,-61112.89831767553,134634.7337202349,-61113.808281760605,134636.17324638795,0.9099640850763535,-1.4395261530589778,1.7030179627560083,True
115,7034.555025547314,5739.426724938992,-9161.634114350876,57322.15655745304,-9162.05930754792,57322.90567483818,0.4251931970429723,-0.7491173851376516,0.8613745477590433,True
116,7536.370352830306,5734.570095510415,60647.235384473024,56040.10896124557,60647.982497475336,56039.88717105231,-0.7471130023113801,0.22179019325994886,0.7793386478604855,True
117,7512.075145802527,6225.262089795074,57871.84291437641,124356.37403904676,57872.09357272113,124356.18067327038,-0.25065834472479764,0.19336577637295704,0.31657531371301195,True
118,7039.240315000949,6162.357816064382,-7998.173605111995,116169.38497575998,-7997.432992166481,116170.26575474527,-0.7406129455139308,-0.8807789852871792,1.1507732860934572,True
119,7130.621124431838,6295.419659423338,4880.543413984589,134581.26677955873,4879.223430708006,134580.8282571519,1.319983276583116,0.4385224068246316,1.3909197502898458,True
120,7048.455999578781,5066.248239964195,-8043.431598223149,-36347.920170990124,-8044.888341935787,-36346.611811947725,1.4567437126379446,-1.3083590423993883,1.958036166197761,True
121,6239.954345008564,4908.414291246491,-120738.18382632903,-57335.88179257998,-120737.66259559033,-57334.87341030687,-0.5212307386973407,-1.0083822731103282,1.1351283150754932,True
122,6181.5015035050765,4535.539087790015,-129342.63303271073,-109161.46396805326,-129341.56704414595,-109162.77097413836,-1.0659885647764895,1.30700608510233,1.6865931716714493,True
123,7234.126659083258,4964.9382048131,17660.385033629544,-50665.980257793446,17662.578099446186,-50667.14633555858,-2.193065816642047,1.166077765134105,2.4838025345151733,True
124,6440.154250233744,5273.884473153383,-92426.44319704008,-6723.617587732966,-92426.56965628658,-6722.972781461967,0.12645924650132656,-0.6448062709987425,0.6570898478480603,True
125,6749.0133051735165,5215.63047874333,-49520.71652673883,-15200.517617114325,-49522.14166593631,-15201.497986778557,1.4251391974758008,0.9803696642320574,1.729782185920657,True
126,6623.575370233989,5603.84804519644,-66505.11502476664,38961.84733153632,-66504.80694197696,38961.373203017436,-0.3080827896774281,0.47412851888657315,0.5654315676693351,True
127,6688.809423267466,4853.5493006428815,-58340.80603922653,-65505.636265004505,-58340.73151013487,-65505.416457239386,-0.07452909166022437,-0.2198077651191852,0.2320992010119574,True
128,7316.757089899659,5670.735885781391,30015.059818372974,47423.20381975983,30014.876933606556,47423.50307488837,0.1828847664182831,-0.299255128542427,0.350714228035896,True
129,7495.602169022849,5551.668795250648,54753.288704270904,30643.429837944335,54752.134805954774,30641.79117162229,1.1538983161299257,1.6386663220437185,2.0041728066630795,True
130,6864.361513534295,5753.397657341459,-32823.47936528284,59472.68618100259,-32823.18362042368,59474.2446824379,-0.29574485915509285,-1.5585014353127917,1.586313886211899,True
131,7171.879605213516,5084.0459895295335,9147.882839045109,-34021.7010591421,9147.152016769785,-34020.50852252992,0.7308222753235896,-1.1925366121795378,1.3986582032425927,True
132,6628.228449440373,4915.913773715787,-66692.53209669086,-56755.109856171825,-66693.48238536203,-56755.202093095635,0.9502886711707106,0.09223692381056026,0.9547545279648744,True
133,7591.810170037248,6181.437194204603,68914.30935493621,118160.96498721527,68913.68664447342,118161.06757037461,0.6227104627905646,-0.1025831593433395,0.6311034978905601,True
134,7545.724170806361,4948.691928724591,60995.14841469069,-53306.593844135976,60995.47712551978,-53308.40708424085,-0.32871082908968674,1.813240104871511,1.8427942063820577,True
135,7251.696498109733,4762.585898948822,19861.963970631536,-78841.21735674178,19862.006434280276,-78843.39729098996,-0.04246364874052233,2.1799342481826898,2.180347790574748,True
136,6733.242323381403,5503.356011623838,-51367.4459087696,24846.123138056777,-51367.524835793,24846.37343362256,0.07892702340177493,-0.2502955657837447,0.26244493760419385,True
137,6349.062423757697,4803.54841766735,-105681.74761807511,-72056.36616636312,-105681.06336480762,-72057.6531562024,-0.6842532674927497,1.2869898392818868,1.457582032164681,True
138,6759.20911696308,5803.1591088512005,-47393.809053370554,66524.87509516059,-47393.169595493564,66526.62164352418,-0.6394578769904911,-1.7465483635896817,1.8599294510284472,True
139,7278.814857851786,5972.494453197429,25102.645267940563,89457.65313301253,25104.344902841956,89456.42417210102,-1.6996349013934378,1.2289609115105122,2.0974040431102994,True
140,7018.594600663264,5325.91025838396,-11884.032435155808,-186.85383249892038,-11883.834813359113,-186.65617850159148,-0.19762179669487523,-0.19765399732889932,0.2795021953205433,True
141,6524.332530152645,4404.778349011765,-81784.92288693899,-127765.91381011555,-81784.5940211057,-127767.57602120058,-0.3288658332894556,1.662211085029412,1.694431594222624,True
142,7363.644067802712,5295.136172695706,36082.33860845573,-4886.698937662353,36081.31719578818,-4887.153392221544,1.021412667549157,0.4544545591907081,1.1179502599843634,True
143,7915.471977960052,4768.130799495963,112234.57678702206,-78889.65626655082,112235.19027351464,-78890.24554516237,-0.6134864925843431,0.5892786115437048,0.8506556051695161,True
144,6231.677024436709,5427.481252607843,-121255.00914845672,14900.469496356585,-121255.20463545223,14901.086398309913,0.195486995507963,-0.6169019533281244,0.6471345960716254,True
145,6878.563473366596,5333.41218180766,-31354.764363790353,1025.972340824519,-31355.591962717142,1027.0651125096185,0.8275989267895056,-1.0927716850994784,1.3707917199116337,True
146,7633.871808490261,5708.018760516701,74180.6597172484,52228.46329116193,74182.22975979182,52228.38226363245,-1.5700425434188219,0.08102752947888803,1.572132007395847,True
147,7140.667083595049,5342.9063772202,5118.095559518406,2029.5485166505678,5119.012388918874,2029.463190175645,-0.9168294004684867,0.08532647492279466,0.9207913753321949,True
148,7375.495901067285,4773.114157742246,37099.07120193934,-77526.95005709215,37099.0674060901,-77529.82261247608,0.0037958492393954657,2.8725553839321947,2.8725578918847376,True
149,7915.878404745739,5747.919550241295,113476.42541047657,57441.77619283923,113477.50432514159,57443.16297582063,-1.0789146650204202,-1.3867829814043944,1.7570497693318157,True
150,6933.99252215702,4495.978763258267,-24663.993217277413,-115560.60697901537,-24665.324903952092,-115560.3202161295,1.3316866746790765,-0.2867628858657554,1.3622123007181637,True
151,7941.565911611287,6236.263695291788,117664.86925270647,125382.814834321,117663.85456676633,125382.37967088679,1.0146859401429538,0.4351634342165198,1.1040628476689656,True
152,7641.622191253847,5614.877539664854,75145.83935192408,39260.09773941999,75146.58036053502,39259.76737815454,-0.7410086109448457,0.330361265449028,0.8113151836391901,True
153,6839.7011986001025,5802.965636919642,-36194.45624071111,66401.10084337578,-36194.331319551275,66401.15873688969,-0.12492115983332042,-0.05789351390558295,0.1376842588186388,True
154,7735.367751238091,4859.283629248854,87275.86633001346,-65983.35107088061,87277.40006388126,-65982.26871463585,-1.5337338677927619,-1.0823562447621953,1.8771879548383712,True
155,7088.8560079115605,4889.320350114271,-2639.25056639596,-61009.365361738426,-2639.443093105548,-61011.26753501012,0.1925267095880372,1.902173271693755,1.9118916521212492,True
156,8062.771796513276,4975.424263335629,132985.81233342807,-50225.43887364052,132985.55400348283,-50225.33720007731,0.2583299452380743,-0.10167356321471743,0.27761821637544537,True
157,7141.659519697356,5591.73540572222,5560.400577298511,36643.92708736018,5559.088034965709,36644.87656905643,1.3125423328019679,-0.9494816962542245,1.6199638474111178,True
